ku,er,erh,erm,ere,ereh,ir,irh,irp,irt,irk,irm,irn,irng,irinn
"實在講，有一站仔我嘛懶屍懶屍，想講咱寫這，看無的人看無，看有的人嘛無定著會看，有看的人都也無定著看有內底的機關……按呢是何乜苦咧？
",0,0,0,1,0,0,,,,,,0,,
"所致，咱這十冬，較濟是寫來參加比賽，用比賽趁所費來激家己去寫；比賽了，作品加加減減有貼起去網路頂，這幾冬若貼，閣會附錄音hòng聽，照咱共看，有興趣讀的嘛是真少數。
",3,0,0,0,0,0,,,,,,0,,
"毋才咱自來無按算欲閣出冊，都不管咱感覺家己寫了有偌好拄偌好（家己褒較袂臭臊），嘛是家己寫予家己暢的，極加予身軀邊的搭粒的罔讀，看伊會呵咾幾句仔袂。
",0,0,0,0,0,0,,,,,,0,,
"老實講我無食褒袂死啦，若猶會要意欲寫、欲愛人讀，攏是為著台語！
",0,0,0,0,0,2,,,,,,0,,
"頭前講為著比賽咧寫，彼uân-nā是攔頭，咱都毋是倒咧餓，抑是有影遐要意遐的獎金，
",1,0,0,0,0,0,,,,,,0,,
"閣再講，若欲比賽，敢毋免寫予評審佮意，干干仔咱無按呢想，干干仔咱都欲寫家己愛寫的，欲寫家己感覺有意思的。
",1,0,0,0,0,2,,,,,,0,,
"干焦一項：這幾冬，我那來那要意故事有好看無；
",0,0,0,0,0,1,,,,,,0,,
"十冬前我較無將讀者囥佇心裡，規心咧做台語文字的試驗；這十冬，我將試驗的層面換做「題材」，嘛較致心欲予讀者讀著起毛會婸，若袂，是個人才情無夠，我有盡量ā。
",0,0,0,1,0,4,,,,,,0,,
"啊若照按呢共講起來，因為故事順序是照寫作時間倒頭排，讀者檢采會感受著這个寫作心態的轉變也kú-kánn。
",0,0,0,0,0,2,,,,,,0,,
"佇遮有影足感謝金順兄招我出這本冊，遮認真咧拍拚台語文學出版的，目今真罕矣，
",0,0,0,0,0,3,,,,,,0,,
"希望這本冊印出來，會當予逐家發現台語寫作有咱前毋捌khuàinn的可能性，閣有，向望讀的人，會感覺故事真好看，按呢，我就感覺這本冊出了有價值啦。
",0,0,0,0,0,2,,,,,,0,,
"劉承賢，二空一八年正月。
",0,1,0,0,0,0,,,,,,0,,
"附加詞類訊息的台語語詞搭配佇教學上的應用
",1,0,0,0,0,4,,,,,,0,,
"楊允言，大漢技術學院、資訊工程系，助理教授。
",0,0,0,0,0,0,,,,,,0,,
"劉杰岳，拋荒台文工作室，負責人。
",0,0,0,0,0,0,,,,,,0,,
"陳鄭弘堯，台語文工作者。
",0,0,0,0,0,1,,,,,,0,,
"陳柏中，國立清華大學、物理系，助理教授。
",0,0,0,0,0,0,,,,,,0,,
"語詞搭配(collocation)是學習語詞按怎使用真好的工具，
",1,0,0,0,0,4,,,,,,0,,
"這會當透過對語料的互訊息(mutual information)佮相關度(correlation)的統計來得著，毋過嘛會產生袂少無必要的資料(noise)。
",2,0,0,0,0,1,,,,,,0,,
"本文提出利用詞類的訊息來進行篩選的方法，自動共無必要的資料提掉，提升自動台語語詞搭配的品質，幫贊台語語詞的學習。
",1,0,0,0,0,4,,,,,,0,,
"實驗結果顯示，利用詞類的篩選，動詞──名詞(V-N)詞組比形容詞──名詞(A-N) 詞組會當得著較好的結果；
",2,0,0,0,0,0,,,,,,0,,
"查詢一个動詞正爿的名詞，抑是一个名詞倒爿的動詞的語詞搭配，所揣出來的資料嘛真有學習參考的價值。
",1,0,0,0,0,1,,,,,,0,,
"毋過若欲進一步提升自動語詞搭配的品質，咱猶閣有誠濟空課愛做。
",3,0,0,0,0,2,,,,,,0,,
"關鍵詞：台語文、語詞搭配、互訊息、相關度、語文教學
",1,0,0,0,0,3,,,,,,0,,
"一. 踏話頭：語料庫、語詞搭配
",1,0,0,0,0,2,,,,,,0,,
"「搭配」這个詞，台語閣會使講「參佮」、「照佮」、「相佮」、「配搭」、……等等，毋過為著佮華語詞對應，所以採用「搭配」。
",4,0,0,0,0,2,,,,,,0,,
"語料庫就是囥語言材料的倉庫，伊會使講是人類所講、所寫的語言文字的一个樣本，
",0,0,0,0,0,4,,,,,,0,,
"透過這个樣本，咱通透過語料庫了解這个語言、文字的使用情形。
",2,0,0,1,0,5,,,,,,0,,
"二十世紀六空年代，英文的語料庫開始建立。
",1,0,0,0,0,1,,,,,,0,,
"九空年代，華文的資料庫嘛開始佇台灣、中國等所在建立。
",1,0,0,0,0,2,,,,,,0,,
"台文的起步較晏，一直到這世紀（二十一世紀）才開始。
",0,0,0,0,0,0,,,,,,0,,
"對強勢語言來講，語料庫的建立代表這个語言的重要性，因為建立了後會帶動這个語言的相關研究，嘛宣示伊佇學術界的地位；
",1,0,0,2,0,6,,,,,,0,,
"對弱勢語言來講，語料庫的建立是這个語言欲復興的一个重要基礎，因為有利用著主導世界的電腦科技，而且有機會予這个語言佮其他的強勢語言做連結。
",1,0,0,1,0,5,,,,,,0,,
"語料庫的應用研究有誠濟，佇遮，阮針對語文教學的語詞搭配做較詳細的探討。
",1,0,1,1,0,5,,,,,,0,,
"語詞搭配(collocation) 就是「語詞用會當預測的方式組合做伙的方式」，嘛有人講是「仝一个文本內底，佇真近的所在共同出現的兩个抑是兩个以上的語詞」。
",1,0,0,1,0,6,,,,,,1,,
"語詞搭配會使學著一个語詞的慣用方法，
",1,0,0,0,0,2,,,,,,0,,
"比一个例，
",0,0,0,0,0,0,,,,,,0,,
"咱訂火車單，閣去車頭付錢提著車單，咱會使講「車單拍好矣」，
",1,0,0,0,0,4,,,,,,0,,
"「拍」佮「摃」的意思相仝，毋過咱袂使講「車單摃好矣」，
",1,0,0,0,0,3,,,,,,0,,
"所以，「拍」佮「車單」就有搭配的關係，其中一个詞若是用同義詞共換掉，這个搭配關係無一定會繼續存在。
",2,0,0,0,0,1,,,,,,0,,
"所以，「拍」佮「車單」就有搭配的關係，其中一个詞若是用同義詞共換掉，這个搭配關係就無一定會繼續存在。
",2,0,0,0,0,1,,,,,,0,,
"兩个語詞欲按怎鬥陣使用，一般的辭典並無特別共註明，這對語言的學習加減有阻礙。
",0,0,0,0,0,5,,,,,,0,,
"台灣人學英文，硬記英文語詞。欲用英文佮人溝通的時陣，利用遮的語詞鬥出一句咱掠做會通的英文句，毋過講英語的人可能捎無寮仔門，
",1,0,0,0,0,3,,,,,,0,,
"因為咱的語詞搭配錯誤，錯誤可能包括語法佮慣用語，所以語詞搭配成做語言學習真重要的一部份。
",2,0,0,0,0,5,,,,,,0,,
"英文的部份，出版袂少語詞搭配辭典，嘛是為著濟濟英語的學習者。
",1,0,0,0,0,3,,,,,,0,,
"台語的學習敢有需要注意語詞搭配？當然有需要，包括對想欲學台語的外國人，嘛包括咱這代佮下一代。
",3,0,0,0,0,3,,,,,,0,,
"受著強勢的華語影響，誠濟自認為會曉講台語的人，台語講起來嘛是離離落落，
",0,0,0,0,0,3,,,,,,0,,
"嘛因為用華語思考，有的人「一尾魚」煞變做「一條魚」。
",1,0,0,0,0,7,,,,,,0,,
"建立台語的語詞搭配辭典是台語教學真重要的一部份，可惜目前猶無，這是語言學界的責任。 
",1,0,0,1,0,5,,,,,,0,,
"本文是徛佇資訊科學的角度，提出現時另外一个通好運用的方式： 利用台語文語料庫這个資源來建立台語語詞搭配的資料。
",2,0,0,0,0,6,,,,,,0,,
"二. 自動語詞搭配做法
",1,0,0,0,0,1,,,,,,0,,
"根據語料庫，欲共共同出現而且關係密切的語詞揣出來，是利用統計的方法。
",0,0,0,0,0,2,,,,,,0,,
"有兩个公式會使做，第一个是互訊息(mutual information，以下簡稱MI)，設使A、B是語詞，這兩个語詞的MI的公式是寫做按呢。
",0,0,0,1,0,4,,,,,,0,,
"其中，「P of A」是語詞A的機率，
",0,0,0,0,0,1,,,,,,0,,
"設使A攏總出現 「Frequency of A」 擺，所有的語料攏總有N个詞(word tokens)，「P of A」 等於 N 分之「Frequency of A」。
",0,0,0,0,0,3,,,,,,0,,
"仝款，「P of B」是語詞B的機率，「P of AB」是詞組AB的機率。
",0,0,0,0,0,1,,,,,,0,,
"咱分三種情形來討論：
",0,0,0,0,0,0,,,,,,0,,
"(A) 設使A後壁干焦會出現B，B頭前干焦會出現A，這兩个詞一定會成對出現，
",0,0,0,0,0,2,,,,,,0,,
"這款情形下，「P of A」近倚「P of B」近倚「P of AB」，「MI of AB」 近倚 「負log P of AB」，是一个較大的正數；
",0,0,0,0,0,0,,,,,,3,,
"若是AB定定成對出現，毋過A後壁會接B以外的詞，B頭前嘛可能會接A以外的詞，
",1,0,0,0,0,0,,,,,,0,,
"這个時陣，「MI of AB」可能嘛是正數，毋過會較細；
",1,0,0,1,0,0,,,,,,0,,
"(B) 設使A佮B無關係（獨立事件），
",0,0,0,0,0,3,,,,,,0,,
"「P of AB」近倚「P of A」乘「P of B」，所以「MI of AB」近倚零；
",0,0,0,0,0,0,,,,,,2,,
"(C) 設使語詞A出現致使B較袂出現，
",0,0,0,0,0,5,,,,,,0,,
"「P of AB」 遠小於「P of A」乘「P of B」，所以「MI of AB」是負數。
",0,0,0,0,0,0,,,,,,0,,
"基本上，語料愈大，統計的結果愈有代表性。
",2,0,0,0,0,1,,,,,,0,,
"第二个是相關度(correlation，以下簡稱CR)，這嘛是一个統計的公式：
",0,0,0,1,0,0,,,,,,0,,
"簡單講，欲算「CR of AB」，就共語料內底的詞組分做四个部分，透過頂面的公式來計算。
",1,0,0,1,0,2,,,,,,0,,
"算出來的數字攏是正數，
",0,0,0,0,0,1,,,,,,0,,
"AB兩个語詞若定定做陣出現，「CR of AB」可能超過一萬，甚至超過十萬。
",2,0,0,0,0,1,,,,,,0,,
"愛注意的是，有時仔若拍字錯誤，因為錯字的詞頻真低，會致使MI佮CR的分數變足懸。
",0,0,0,0,0,4,,,,,,0,,
"為著避免這个情形，會使設詞頻的限制，
",0,0,0,0,0,0,,,,,,0,,
"就是講，欲計算「MI of AB」，會使限制詞組AB的頻率超過一个數目（可比出現十擺以上），才來計算，若無就共提掉。
",1,0,0,0,0,0,,,,,,0,,
"三. 利用詞類訊息提升品質
",0,0,0,0,0,0,,,,,,0,,
"用統計的方式來揣語詞搭配，佮語言專家利用伊專業智識揣出來的，當然加減會無仝款。
",1,0,0,0,0,2,,,,,,0,,
"用統計方式，咱有簡化，限定佇相倚的兩个語詞，
",0,0,0,0,0,3,,,,,,0,,
"實際上有的互相搭配的語詞並無相倚，「拍車單」有可能講做「拍兩張車單」，
",1,0,0,0,0,3,,,,,,0,,
"嘛有可能是三个語詞互相搭配，可比「除了……以外，猶閣 ……」。
",1,0,0,0,0,2,,,,,,0,,
"當然咱會使修正統計方式，共無相倚毋過離無偌遠的語詞嘛考慮入來，抑是修改公式來計算三个語詞的互相關係。
",1,0,0,1,0,2,,,,,,0,,
"總是按呢做加足厚工，增加誠濟計算量，改進的成果嘛真有限。
",1,0,0,1,0,0,,,,,,0,,
"用統計的方式做，並毋是欲取代專家，
",1,0,0,0,0,0,,,,,,0,,
"毋過，咱利用電腦會當處理大量資料的特性，提供電腦計算出來的結果，對學習者佮專家攏有參考作用，
",2,0,0,0,0,0,,,,,,0,,
"專家所列出來的語詞搭配，有的因為實際上較少使用，致使統計結果並無表現出來；
",2,0,0,0,0,5,,,,,,0,,
"統計結果有，毋過專家無列出來的，有可能並無啥物意義，
",2,0,0,0,0,0,,,,,,0,,
"總是伊佇實際使用上有較懸的牽連，嘛提供專家參考佮研究的方向。
",0,0,0,0,0,4,,,,,,0,,
"另外，根據英文的語料庫做出來的語詞搭配，介詞(in, at, ...)、指示代名詞(that)、冠詞(a, the, ...) 因為頻率真懸，遮的語詞的語詞搭配(""of the"", ""that the"", ""to be"", ""in a"", ...) 嘛攏排佇誠頭前。
",3,0,0,0,0,6,,,,,,0,,
"對遮咱發現，詞類會使提供咱一个真好的線索，
",0,0,0,0,0,0,,,,,,0,,
"假使咱會當利用詞類的訊息，對統計出來的語詞搭配結果做分類，對學習者來講應該閣較有幫贊。
",2,0,0,0,0,3,,,,,,0,,
"有詞類訊息的台語辭典，包括日本天理大學的《現代閩南語辭典》（村上嘉英編，一九八一年）、 台北中華語文研習所的《台英辭典》（Embree編，一九八四年）、……等，可惜並無電子檔案通好運用。
",1,0,0,0,0,8,,,,,,0,,
"所以阮只好踅一輾，以線頂台文華文辭典做基礎，將台文的詞條透過華文對譯，對到中研院詞庫小組整理的八萬目華文詞條，對華文詞條得著詞類訊息。
",1,1,0,0,0,1,,,,,,0,,
"詞庫小組的詞類分較幼，有四十六个詞類，包括動詞、名詞等攏繼續有分細類落去，
",0,0,0,1,0,1,,,,,,0,,
"毋過計算語詞搭配，咱無需要分遐爾幼，用大類來分就好，包括名詞、動詞、形容詞、 副詞、連接詞、介詞、語氣詞、感嘆詞等等。
",2,0,0,0,0,2,,,,,,0,,
"四. 實驗步數
",0,0,0,0,0,1,,,,,,0,,
"下面是本實驗的做法：
",0,0,0,0,0,0,,,,,,0,,
"(A) 資料包括台語文語料、 台文華文線頂辭典（以下簡稱台華辭典）佮中研院詞庫小組八萬目詞(華文)。
",0,0,0,0,0,4,,,,,,0,,
"其中，台語文語料庫的來源是台語文界的朋友，楊允言負責整理，
",0,0,0,1,0,3,,,,,,0,,
"包括全羅三百四十六萬兩千三百六十七个音節佮漢羅五百五十六萬八千空五十七个音節；
",0,0,0,0,2,1,,,,,,0,,
"台華辭典主要貢獻者是鄭良偉，閣有台語文界朋友鬥補充詞條，目前有六萬兩千外个詞條，每一个詞條包括漢羅、全羅、華文對譯三个欄位。
",0,0,0,1,0,2,,,,,,0,,
"(B) 全羅的台語文語料無需要經過斷詞，毋過漢羅的需要，
",2,0,0,0,0,2,,,,,,0,,
"斷詞的做法是根據台華辭典，採用「倒頭上大比對」(backward maximal matching, BMM)演算法。
",0,0,0,0,0,1,,,,,,0,,
"語詞的數量，全羅有兩百四十三萬六千五百九十九个，漢羅有四百空五萬一千一百九十五个。
",0,0,0,0,0,3,,,,,,0,,
"(C) 每一个語詞，透過台華辭典的華文對譯，對到中研院詞庫小組八萬目詞的詞條，揣出詞類，詞類可能有幾若个，暫時無做處理。
",1,0,0,0,0,2,,,,,,0,,
"(C) 每一个語詞，透過台華辭典的華文對譯，對到中研院詞庫小組八萬目詞的詞條，揣出詞類，詞類可能有幾若个，暫時無做處理。
",1,0,0,0,0,2,,,,,,0,,
"因為無處理含糊性的問題，所以會影響著實驗結果的品質。
",1,0,0,1,0,0,,,,,,0,,
"另外，本實驗採用簡化的詞類，干焦分大類：動詞、名詞、形容詞、……等等，
",0,0,0,0,0,0,,,,,,0,,
"其中，動詞VH小類是「狀態不及物述詞」，親像「浪漫」、「特別」、「辛苦」、「豐富」、「心酸」、「感動」，阮共改做形容詞。
",0,0,0,1,0,0,,,,,,0,,
"按呢修改，有的無問題，部分可能有問題。
",0,0,0,3,0,0,,,,,,0,,
"(D) 計算兩个相倚的語詞的MI佮CR，閣經過詞類的篩選。
",1,0,0,0,0,1,,,,,,0,,
"因為資料量誠大，這擺實驗干焦揣A-N（形容詞──名詞）、V-N（動詞──名詞）詞組。
",0,0,0,0,0,0,,,,,,0,,
"五. 實驗結果
",1,0,0,0,0,0,,,,,,0,,
"本實驗的程式用Java寫的，共結果輸出到資料庫，資料量誠大。
",1,0,0,0,0,0,,,,,,0,,
"本節利用表格佮文字說明來展示實驗成果。
",1,1,0,0,1,1,,,,,,0,,
"五點一：MI佮CR 共同詞組數量
",0,0,0,0,0,0,,,,,,0,,
"表一：共MI佮CR頭前三十、一百 、五百、一千、三千、五千个共同詞組的數量列出來，漢羅佮全羅分開算，待討論：（這个詞組，佇MI佮CR兩个統計表攏有出現）
",0,0,0,0,0,2,,,,,,0,,
"其中，漢羅的部分，詞組至少出現十擺，全羅的部分，詞組至少出現五擺：
",0,0,0,0,0,0,,,,,,0,,
"表一：互訊息佮相關度共同詞組數量比例
",0,0,0,0,0,0,,,,,,0,,
"對表一看起來，漢羅的部分，MI佮CR算出來的結果較一致，
",1,0,0,0,0,0,,,,,,0,,
"這應該是因為，漢羅的語料量較濟，統計出來的結果較有可信度。
",1,0,0,0,0,1,,,,,,0,,
"五點二：A-N V-N詞組
",0,0,0,0,0,0,,,,,,0,,
"本實驗用詞類是A-N佮V-N做篩選，
",0,0,0,0,0,0,,,,,,0,,
"只要這个詞組有可能是A-N抑是V-N就共掠出來，
",0,0,0,0,0,0,,,,,,0,,
"毋過因為雜訊袂少，表二佮表三是對漢羅佮全羅，MI的統計表對懸到低分別用人工揣出是A-N抑是V-N的詞組：
",1,0,0,0,0,0,,,,,,0,,
"A-N詞組較僫揣，揣出來的有的看起來誠勉強。
",0,0,0,0,0,0,,,,,,0,,
"親像漢羅部分的「王梨」、「ām瓜」，自本應該是一个詞，
",0,0,0,0,0,0,,,,,,0,,
"毋過台華辭典內底有「王梨」無「旺梨」，有「醃瓜」無「ām瓜」，致使這个詞予斷詞系統切做兩个詞，
",1,0,0,1,0,3,,,,,,0,,
"煞閣因為切開的「這兩个詞」的結合性懸，佇A-N詞組表現出來。
",0,0,0,0,0,2,,,,,,0,,
"對這个角度看，自動語詞搭配統計表，對辭典詞條的收錄，會當提供一寡建議。
",1,0,0,0,0,2,,,,,,0,,
"對這个角度看，自動語詞搭配統計表，對辭典詞條的收錄，會當提供一寡建議。
",1,0,0,0,0,2,,,,,,0,,
"V-N詞組的部分，全羅的部分真好，對MI統計表頭前六十四个詞組內底就通揀出真正符合V-N 的詞組，毋過漢羅的部分就誠䆀。
",1,0,0,1,0,1,,,,,,0,,
"主要的原因是斷詞，因為語料內底的寫法佮辭典無一致。
",0,0,0,1,0,2,,,,,,0,,
"五點三名詞的動詞搭配佮動詞的名詞搭配
",2,0,0,0,0,0,,,,,,0,,
"表四：查詢 「V-舌」
",0,0,0,0,0,1,,,,,,0,,
"「MI小於零」的部分無列出來
",0,0,0,0,0,0,,,,,,0,,
"表五：查詢「摃-N」
",0,0,0,0,0,0,,,,,,0,,
"假使咱欲知影一个名詞頭前會使用siánn-mé動詞（倒爿搭配），抑是一个動詞後壁會使用siánn-mé名詞（正爿搭配），用MI抑是CR來查詢，查出來的結果真有參考價值，
",3,0,0,0,0,2,,,,,,0,,
"舉一个例，表四用「V-舌」查詢，表五用「摃-N」查詢：
",0,0,0,0,0,1,,,,,,0,,
"這个查詢方式，對語言學習應該有真大的幫贊。
",0,0,0,0,0,1,,,,,,0,,
"五點四、主要問題
",0,0,0,1,0,1,,,,,,0,,
"實驗的結果並無原來按算的遐爾好，下面分析問題出佇佗位：
",1,0,0,1,0,2,,,,,,0,,
"（一） 漢羅用字無一致，致使斷詞效果無好：
",1,0,0,0,0,3,,,,,,0,,
"V-N的部分，漢羅的結果真䆀，
",1,0,0,0,0,0,,,,,,0,,
"人工咧看遮的詞組的時，發現有誠濟詞組是斷詞錯誤的，
",0,0,0,0,0,0,,,,,,0,,
"有的是台華辭典內無這个詞，
",0,0,0,0,0,1,,,,,,0,,
"有的是語料的漢羅寫法佮台華辭典內的無仝，實際上，語料內底的寫法就無一致，
",0,0,0,1,0,3,,,,,,0,,
"辭典無的詞，若欲改進，包括加詞、專有名詞辨識、定量詞處理等等，寫法無一致的問題就真僫解決，共所有的寫法攏共橐入去辭典內底 並毋是好的解決方式；
",0,0,0,5,0,2,,,,,,0,,
"（二）詞類問題：
",0,0,0,1,0,0,,,,,,0,,
"語言翻譯是多對多，咱透過華語對譯詞掠詞類，這个過程就有可能會長一寡無必要的詞類出來；
",2,0,0,0,0,2,,,,,,0,,
"另外，一个詞有至少兩个詞類嘛是真普遍的情形，因為無處理，造成雜訊誠濟；
",0,0,0,0,0,0,,,,,,0,,
"建立台語詞的詞類，佮確認正確詞類，這兩件代誌攏是大工程，毋過早慢愛做，咱才有法度閣進一步。
",2,0,0,0,0,1,,,,,,0,,
"六. 未來方向
",1,0,0,0,0,0,,,,,,0,,
"本實驗雖然有一寡成果，總是，值得拍拚的所在猶閣誠濟，包括：
",1,0,0,0,0,0,,,,,,0,,
"(A) 開發線頂台語語詞搭配查詢系統，幫贊台語相關研究的進行；
",1,0,0,0,0,3,,,,,,0,,
"(B) 除了A-N V-N詞組以外，閣整理其他詞組，親像P-N（介詞──名詞）、 N-V（名詞──動詞）、 D-A（副詞──形容詞）、 D-V（副詞──動詞）、 V-R（動詞──代名詞）、……等；
",1,0,0,0,0,1,,,,,,0,,
"(C) 維護台華辭典，共MI抑是CR分數較懸的兩个單音節詞的語詞搭配掠出來做人工檢查，考慮將遮的語詞加入辭典；
",1,0,0,0,1,4,,,,,,0,,
"(D) 改進斷詞系統，利用BMM演算法結果做訓練資料重做，對有至少兩種斷法ê文句，用統計方法提懸正確率，猶閣有專有名詞、 定量詞愛處理；
",1,0,0,1,0,0,,,,,,0,,
"(E) 整理台語詞類，總是這是大工程，嘛需要詳細的規劃；
",0,0,0,1,0,1,,,,,,0,,
"(F) 利用統計方法自動標記詞類，解決含糊性的問題，嘛進一步處理較幼的詞類；
",0,0,0,2,0,0,,,,,,0,,
"(G) 做台語文文句的分拆(parsing)，利用語法樹(parsing tree)改進語詞搭配的正確率。
",1,0,0,1,0,3,,,,,,0,,
"坐咧。
",1,0,0,0,0,0,,,,,,0,,
"坐咧食。
",1,0,0,0,0,0,,,,,,0,,
"坐咧就好。
",1,0,0,0,0,0,,,,,,0,,
"䖙咧無要緊。
",0,0,0,0,0,0,,,,,,0,,
"巡巡咧。
",0,0,0,0,0,0,,,,,,0,,
"我看著豬仔。
",0,0,0,0,0,2,,,,,,0,,
"我看著的豬仔。
",0,0,0,0,0,2,,,,,,0,,
"我看著的。
",0,0,0,0,0,0,,,,,,0,,
"我有看著。
",0,0,0,0,0,0,,,,,,0,,
"我看著阿媽出門ā。
",0,0,0,0,0,0,,,,,,0,,
"我看會著烏枋。
",0,0,0,0,0,0,,,,,,0,,
"你看會著的菜攏是有機的。
",0,0,0,0,0,0,,,,,,0,,
"彼號雖然我有想過。
",1,0,0,0,0,0,,,,,,0,,
"我有想過未來欲創啥。
",2,0,0,0,0,0,,,,,,0,,
"我刣過雞仔。
",1,0,0,1,0,0,,,,,,0,,
"阿姨驚小妹迒袂過溝仔。
",2,0,0,0,0,0,,,,,,0,,
"這回逃會過逃袂過啊？
",3,0,0,0,0,0,,,,,,0,,
"我食過的料理百百款。
",1,0,0,0,0,0,,,,,,0,,
"賊仔拄著警察。
",0,0,0,0,0,0,,,,,,0,,
"恁佇tueh抾著錢？
",0,0,0,0,0,3,,,,,,0,,
"是阿土伯揣著阮的。
",0,0,0,0,0,0,,,,,,0,,
"像你這款人竟然嘛會想著阮。
",0,0,0,0,0,0,,,,,,0,,
"我影著阿媽出門ā。
",0,0,0,0,0,0,,,,,,0,,
"大兄夢著阿爸四界咧揣你。
",0,0,0,1,0,1,,,,,,0,,
"我夢著母仔行來行去咧揣你。
",0,0,0,0,0,0,,,,,,0,,
"人夢著有人攑刀仔按算刣--我。
",0,0,0,0,0,0,,,,,,0,,
"我夢著有人攑劍按算刣人。
",0,0,0,0,0,0,,,,,,0,,
"我抾著的錢。
",0,0,0,0,0,1,,,,,,0,,
"彼隻狗走著真緊。
",0,0,0,0,0,0,,,,,,0,,
