ku,er,erh,erm,ere,ereh,ir,irh,irp,irt,irk,irm,irn,irng,irinn
"上驚的是拖lî-á-khah佮âu去柴工場抔鋸屑烌，會弄甲規面規頭毛攏是黃色鋸屑烌，䆀閣艱苦，毋過我攏毋捌聽âu喝忝。
",1,0,0,0,0,0,,,,,,0,,
"我的iPad一直跳出iOS欲更新的通知。
",0,0,0,0,0,0,,,,,,0,,
"日語外來詞，蔡俊傑
",0,0,0,0,0,1,,,,,,0,,
"彼號a-lú-mih鼎誠輕。
",0,0,0,0,0,0,,,,,,0,,
"這kâi a-lú-mih仔鼎誠輕。
",0,0,0,0,0,0,,,,,,0,,
"便所洗無清氣，a-móo-ní-á味會足重的őo。
",0,0,0,1,0,0,,,,,,0,,
"A-ní-khih，你按呢講真有咱查埔人的氣口呢。
",0,0,0,0,0,0,,,,,,0,,
"頭殼疼會當食一粒a-sír-phí-lín，看會較好無。
",0,0,0,0,0,0,,,,,,0,,
"咱來去淡水食á-geh。
",0,0,0,0,0,0,,,,,,0,,
"你會當去市仔買一寡á-geh轉來，暗時摻mi-sooh煮。
",0,0,0,0,0,1,,,,,,0,,
"等一下舅公欲來，你愛出來共人a̋i-sat-tsuh一下。
",0,0,0,0,0,0,,,,,,0,,
"這馬熱人到矣，ai-si̍rh-khu-lìn-mù的銷路蓋好。
",0,0,0,0,0,0,,,,,,0,,
"等一下人客會愈來愈濟，你鬥共人àn-nāi一下。
",0,0,0,0,0,0,,,,,,0,,
"今仔日的訂婚桌乎，敢會使請你替我共一寡同窗àn-nāi去in的位仔好無？
",0,0,0,1,0,0,,,,,,0,,
"Oô，你雖然是查某囡仔，但是做代誌足a̍h-sá-lih的。
",1,0,0,0,0,0,,,,,,0,,
"你毋知影彼个查某囡仔的個性，按呢逐一定會àu-tsuh的。
",0,0,0,0,0,0,,,,,,0,,
"鐵釘仔釘歪去矣，你著愛攑bá-luh來共撬予開。
",0,0,0,0,0,0,,,,,,0,,
"咱這馬欲來去水尾𨑨迌，會當坐bá-suh去。
",2,0,0,0,0,0,,,,,,0,,
"咱二十幾个人，會當租一台bá-suh去遐。
",0,0,0,0,0,0,,,,,,0,,
"你定定用bat-tah𩛩sio̍k-pháng來食，會肥朒朒。
",0,0,0,0,0,0,,,,,,0,,
"你會當用bai-óo-lín演奏一首來予逐家欣賞無？
",0,0,0,0,0,0,,,,,,0,,
"彼水果外口菇生遐爾長乎，ba̋i-khún足濟，毋好閣食矣，愛擲掉。
",1,0,0,0,0,0,,,,,,0,,
"彼果子外口菇生遐爾長乎，ba̋i-khín足濟的。愛擲掉，毋通閣食矣。
",1,0,0,0,0,1,,,,,,0,,
"你拍咳啾愛用手去掩咧őo，若無ba̋i-khín會四界飛。
",1,0,0,1,0,1,,,,,,0,,
"你拍咳啾愛掩咧őo，若無掩予牢，ba̋i-khún會四界飛
",1,0,0,1,0,1,,,,,,0,,
"你車bak-kuh愛注意後壁有人無。
",0,0,0,0,0,1,,,,,,0,,
"這，出車禍了後，車的bàn-bà歪去矣……
",1,0,0,0,0,2,,,,,,0,,
"電視的bàng-kà欲開始矣，緊開電視。
",0,0,0,0,0,0,,,,,,0,,
"鄭問的bàng-kà足有藝術價值的，歡迎逐家來故宮欣賞。
",0,0,0,1,0,0,,,,,,0,,
"彼電動車乎走袂振動，應該是無電ā。愛共ba̍t-té-lih提出來充電一下。
",0,0,0,0,0,1,,,,,,0,,
"彼台電動車走袂振動，恐kia̋nn是無電ā。愛共伊的ba̍t-té-lih挈出來充電一下。
",0,0,0,0,0,1,,,,,,0,,
"遐有一陣人竟然咧提bat-tah四界舞。
",0,0,0,1,0,1,,,,,,0,,
"遐有一陣人咧提bat-tah烏白huê。
",0,0,0,0,0,0,,,,,,0,,
"這馬的人攏食外口較濟，所以蓋濟人攏有欠bi-tá-bín。
",0,0,0,0,0,0,,,,,,0,,
"熱人乎，著愛來一杯冰涼的bì-lù，啉予心涼脾土開。
",0,0,0,0,0,0,,,,,,0,,
"Tsa̋ng看的彼場bok-sìn-gù，才拄開始無偌久就共對手KO去矣。
",0,0,0,0,0,0,,,,,,0,,
"有影真奇怪，彼號投手今仔日哪會一直投bòo-lù。
",0,0,0,0,0,0,,,,,,0,,
"這馬一寡予少女穿的bu-là-jià攏有車lè-sìr。
",0,0,0,0,0,2,,,,,,0,,
"這馬一寡予少女穿的bu-là-jià攏有車lè-sù。
",0,0,0,0,0,2,,,,,,0,,
"你看，你規身軀去予油噴甲按呢，你若欲糋物件，著先穿e-pú-lóng。
",0,0,0,0,0,0,,,,,,0,,
"你先穿e-pú-lóng才去糋番薯，就毋驚予油噴甲規身軀攏是。
",0,0,0,0,0,1,,,,,,0,,
"緊來共我鬥看ma̋i這台oo-tóo-bái是毋是有啥問題，ga-sóo-lín的味真重呢。
",0,0,0,1,0,0,,,,,,0,,
"夭壽喔，後個月gá-suh閣欲起價矣。
",0,1,0,0,0,0,,,,,,0,,
"你彼號gá-suh敢有關？有gá-suh味走出來。
",0,0,0,0,0,0,,,,,,0,,
"彼號你gá-suh敢有關？有gá-suh味走出來。
",0,0,0,0,0,0,,,,,,0,,
"到今猶有足濟少年人會彈gì-tà去逐查某囡仔。
",0,0,0,0,0,0,,,,,,0,,
"咱來giāng看siáng先出來比賽。
",1,0,0,0,0,0,,,,,,0,,
"咱來jia̋ng-kín看siáng先去食飯。
",0,0,0,0,0,0,,,,,,0,,
"Gōo-bōo較柯、較粗絲，嘛較助消化，你愛加食一點仔。
",0,0,0,0,0,0,,,,,,0,,
"Goo-lú-huh是一款蓋高級的運動。
",0,0,0,0,0,0,,,,,,0,,
"Ko-ní-kiû是一款蓋粗本的運動。
",0,0,0,0,0,0,,,,,,0,,
"Há-muh𩛩sio̍k-pháng是蓋濟囡仔上愛食的。
",0,0,0,0,0,0,,,,,,0,,
"今ha̋i-khé-khá-kuh已經毋是啥物傷過嚴重的病ā。
",1,0,0,0,0,0,,,,,,0,,
"咱會用得租一台hài-ià去𨑨迌。
",0,0,0,0,0,0,,,,,,0,,
"彼hài-ià是烏頭仔車啦。
",0,0,0,0,0,1,,,,,,0,,
"你若欲去食桌乎，會當先予人共頭siat-tooh做hái-kat-lá。
",0,0,0,0,0,0,,,,,,0,,
"你先莫趕食桌，去對面彼間頭毛店siat-tooh siat-tooh咧，做一粒hái-kat-lá頭才來去。
",0,0,0,0,0,0,,,,,,0,,
"落雨天乎，路滑滑，彼ha̋n-tóo-luh著愛掠予絚。
",0,0,0,0,0,0,,,,,,0,,
"這咱厝內的裝潢是用hi-nóo-khih的，較毋驚會去予蟲蛀去，所以上無擋一二十年都無問題啦。
",0,0,0,1,0,0,,,,,,0,,
"彼雞皮莫提予囡仔食啦，內底hoo-lú-bóng蓋厚。
",1,0,0,2,0,0,,,,,,0,,
"這幾年無啥中國遊客，遐的hoo-thé-luh強欲倒了了矣。
",0,0,0,0,0,0,,,,,,0,,
"你就共燒水倒落去hú-looh桶，倒予滇，按呢就會使浸一下。
",0,0,0,0,0,0,,,,,,0,,
"你彼台ia̋n-jín聲怪怪，你可能愛揣人來修理一下較妥當。
",0,0,0,0,0,0,,,,,,0,,
"花蓮玉里的iő-káng足有名的，蓋適合紮轉去做伴手。
",0,0,0,0,0,0,,,,,,0,,
"你愛準備一寡做ió-bih的，等咧若無夠會使閣用。
",0,0,0,0,0,0,,,,,,0,,
"阮朋友連鞭就欲來矣，才麻煩你替我ió-bih一寡物件請人食。
",0,0,0,1,0,0,,,,,,0,,
"這iú-lih誠芳ōo，你會用得囥佇客廳。
",0,0,0,0,0,2,,,,,,0,,
"彼tsi-lú-pah踅來踅去，跳甲我頭殼楞楞，活欲吐。
",0,2,0,0,0,0,,,,,,0,,
"彼對翁仔某跳ji-lú-bah跳甲誠好。
",0,0,0,0,0,0,,,,,,0,,
"這jiak-kuh著愛用無仝款的mi-sín來車。
",0,0,0,0,0,1,,,,,,0,,
"彼jiak-kuh著愛用別台mi-sín才車會來。
",0,0,0,0,0,1,,,,,,0,,
"天氣冷矣，愛加疊一領jiàn-bà。
",0,0,0,0,0,0,,,,,,0,,
"阮這物件已經是上jió-toh的，毋好閣嫌ā。
",0,0,0,0,0,0,,,,,,0,,
"阮遮的物件攏是上jió-toh的，希望你會當欣賞。
",0,0,0,0,0,0,,,,,,0,,
"咱明仔載就欲來去𨑨迌â，你愛共kha-báng整理予好。
",0,0,0,0,0,0,,,,,,0,,
"天猶未光，阿兄早頓紮咧、kha-báng揹咧，就緊出門趕火車。
",2,0,0,0,0,1,,,,,,0,,
"咱欲來去踅街a，先予我共一寡物件囥入去kha-báng。
",0,1,0,1,0,0,,,,,,0,,
"咱欲來去踅街a，先叫阿傑共一寡物件囥lue̋ ha̋n-tóo-pá-kuh。
",0,1,0,1,0,0,,,,,,0,,
"練歌的方法百百款，有的是家己一个走去kha-lá-óo-khe練歌。
",0,0,0,0,0,0,,,,,,0,,
"有的人練歌，只是為著去kha-lá-óo-khe的時陣，會使佇朋友的面頭前奢颺一下。
",0,0,0,0,0,2,,,,,,0,,
"這kha-mé-lah是canon的，誠貴。
",0,0,0,0,0,0,,,,,,0,,
"這kha-mé-lah是kha-lóng的，誠貴。
",0,0,0,0,0,0,,,,,,0,,
"來去買物件進前，上好是先來看一下仔kha-tá-lok-guh。
",0,0,0,0,0,0,,,,,,0,,
"這馬透中晝乎，日頭當猛，緊共kha-tián搝起來。
",0,0,0,0,0,0,,,,,,0,,
"欲過年ā，khà-sàng這幾工攏佇灶跤無閒。
",1,0,0,0,0,2,,,,,,0,,
"後禮拜欲過年ā，khà-tsiàng這幾工攏咧無閒。
",1,0,0,0,0,0,,,,,,0,,
"代誌做到遮就算是kha̋n-jióo矣。
",1,0,0,0,0,0,,,,,,0,,
"謼，你畫的這塊kha̋ng-páng真特別，這馬已經罕得有人按呢畫ā。
",0,0,0,0,0,0,,,,,,0,,
"這塊kha̋ng-páng面頂的人穿甲誠奅。毋知我若按呢穿，是毋是嘛會當像伊仝款。
",0,0,0,0,0,0,,,,,,0,,
"你會用得摻一寡khe-tsiap-puh落去炒。
",0,0,0,0,0,0,,,,,,0,,
"彼个紅嬰仔今仔日khi-móo-tsih真䆀ōo。
",0,0,0,0,0,0,,,,,,0,,
"你看起來khi-móo-tsih袂䆀ōo，拄著啥物好空的嘛講予阮聽一下。
",0,0,0,0,0,0,,,,,,0,,
"看起來咱心肝的今仔日khi-móo-tsih無好ōo，是siáng欺負你啊？
",0,0,0,0,0,0,,,,,,0,,
"對花蓮市區遮到豐田乎，差不多愛二十二khí-looh。
",0,0,0,0,0,0,,,,,,0,,
"遐的政治人物嘛攏有予報紙報出來講揣人去khiű-khé。
",0,0,0,0,0,1,,,,,,0,,
"阿基師去khiű-khé去予人tsang著。
",0,0,0,0,0,1,,,,,,0,,
"咱已經行一段路ā，先揣一間hoo-thé-luh khiű-khé一下好無？
",0,0,0,0,0,0,,,,,,0,,
"你欲啉茶是無？這塊khok-puh無人用，你會用得提去啉。
",0,0,0,0,0,0,,,,,,0,,
"路當咧埋水管，等埋好勢會鞏 khōng-ku-lí。
",0,0,0,0,0,0,,,,,,0,,
"外口當咧修路，修理了會鋪 khōng-ku-lí。
",0,0,0,0,0,0,,,,,,0,,
"逐家攏愛啉khòng-buh湯。
",0,0,0,0,0,0,,,,,,0,,
"各位媽媽若欲𤉙湯，khòng-buh佮mí-sooh是上著味的。
",0,0,0,0,0,0,,,,,,0,,
"這馬無人會著khoo-lé-lah矣。
",0,0,0,0,0,0,,,,,,0,,
"建設公司共政府官員oo-se，in董的已經去hőng關起來矣。
",0,0,0,0,0,1,,,,,,0,,
"你這擺𤆬團有提偌濟khoo-mí-sióng？
",0,0,0,0,0,0,,,,,,0,,
"你這擺𤆬團，一定提著蓋濟khoo-mí-sióng乎？
",0,0,0,0,0,0,,,,,,0,,
"這領khòo-tòo是阮媽媽在生上佮意的衫。
",0,0,0,0,0,0,,,,,,0,,
"這台車是手排的，著愛會曉用khu-lá-tsih才有才調駛。
",0,0,0,0,0,2,,,,,,0,,
"天氣冷矣，你的面愛抹一寡khu-lì-mù，面才袂必必。
",0,0,0,0,0,0,,,,,,0,,
"天氣反寒，愛抹寡khu-lì-mù，面較袂hau-hau。
",0,0,0,0,0,0,,,,,,0,,
"這塊pháng內底的餡是khu-lì-mù的，囡仔人一定足愛食的。
",0,0,0,1,0,0,,,,,,0,,
"這塊pháng內底的khu-lì-mù猶閣燒燒，囡仔人穩愛食的。
",0,0,0,1,0,0,,,,,,0,,
"電腦時行了後，聽la-jí-ooh的人就沓沓仔變少矣。
",0,0,0,0,0,0,,,,,,0,,
"人咧招拍球，緊來去借一支la-kiat-tooh。
",0,0,0,0,0,0,,,,,,0,,
"這件代誌到今應該算是la̋i-jiòo-bù矣。
",1,0,0,0,0,0,,,,,,0,,
"安啦，遮有我佇咧，一定la̋i-jiòo-bù啦。
",0,0,0,0,0,2,,,,,,0,,
"做你放心，有我佇遮，一定la̋i-jiòo-bù啦。
",0,0,0,0,0,2,,,,,,0,,
"天氣變熱，足濟查埔人咧穿la̋i-lìn-gù。
",0,0,0,0,0,0,,,,,,0,,
"買香的時陣，頭家會送一支lài-tah。
",0,0,0,0,0,0,,,,,,0,,
"我想欲食薰，你有lài-tah無？
",0,0,0,0,0,0,,,,,,0,,
"這項菜內底有摻檸檬著毋？檸檬味真厚真芳。
",0,0,0,1,0,0,,,,,,0,,
"有一寡cosplay的衫是有車lè-sìr的。
",0,0,0,0,0,1,,,,,,0,,
"這台li-á-khah後壁載足濟物件。
",0,0,0,0,0,0,,,,,,0,,
"彼兩台li-á-khah的後壁，車足濟物件。
",0,0,0,0,0,1,,,,,,0,,
"彼台li-á-khah的頂懸疊足濟物件。
",0,0,0,0,0,0,,,,,,0,,
"古早人攏用lia̋n-táng起火。
",1,0,0,0,0,0,,,,,,0,,
"Li̋n-jín加食一寡對目睭蓋好蓋有幫助。
",0,0,0,0,0,0,,,,,,0,,
"加食li̋n-jín對目睭有真大的幫助。
",0,0,0,0,0,0,,,,,,0,,
"較早lìn-gòo是貴參參的果子。
",1,0,0,0,0,1,,,,,,0,,
"較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的物件。
",0,0,0,0,0,0,,,,,,0,,
"較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的等路。
",0,0,0,0,0,0,,,,,,0,,
"你若無提loo-lài-bà捘，會捘袂絚。
",0,0,0,0,0,0,,,,,,0,,
"彼lòo-suh炒筍絲蓋好食，蓋著味ōo。
",0,0,0,0,0,0,,,,,,0,,
"猶原有袂少人會穿lóo-lí-á。
",0,0,0,0,0,0,,,,,,0,,
"有朋友感覺穿lóo-lí-á出門是真失禮的代誌。
",1,0,0,0,0,0,,,,,,0,,
"先生，伊這幾工拍寒拍熱，敢會是著ma-lá-lí-á？
",0,0,0,0,0,0,,,,,,0,,
"Sia̋n-sé，伊這幾工連鞭喝寒連鞭喝熱，敢會是著ma-lá-lí-á？
",0,0,0,0,0,0,,,,,,0,,
"毋好猶未減肥就去參加ma-lá-sóng，會死人。
",1,0,0,0,0,1,,,,,,0,,
"你人無爽快會用得去予人ma-sá-tsì一下。
",0,0,0,0,0,0,,,,,,0,,
"你人若無爽快會當去hông小ma-sà-tsì一下。
",0,0,0,0,0,0,,,,,,0,,
"這看價數就知影毋是做一般的ma-sà-tsì。
",0,0,0,0,0,0,,,,,,0,,
"彼个阿伯逐擺提著mài-kù就毋肯放，你愛較注意咧莫予伊上台。
",0,0,0,0,0,0,,,,,,0,,
"彼个阿桑見擺攑mài-kù攏袂癮放，實在有影是乎。
",0,0,0,0,0,0,,,,,,0,,
"你若無棄嫌，會當用me-lí-á枋lue̋裝潢。
",0,0,0,0,0,0,,,,,,0,,
"恁若無棄嫌，用me-lí-á枋lue̋做裝潢就真媠矣。
",0,0,0,0,0,0,,,,,,0,,
"最近me-lóng已經大出矣，會當加買一點仔。
",0,0,0,0,0,0,,,,,,1,,
"最近me-lóng已經大出矣，會當加買一屑仔。
",0,0,0,0,0,0,,,,,,1,,
"你好，這是我的mè-sì，面頂有阮公司的住址佮電話。
",0,0,0,0,0,1,,,,,,0,,
"阿媽的mi-sín會當車足濟款物件出來。
",0,0,0,0,0,1,,,,,,0,,
"你欲摻mí-sooh進前愛先試一下仔鹹汫，有的鹹汫無啥仝款。
",0,0,0,0,0,0,,,,,,0,,
"彼mòo-tà有淡薄仔燒燒a，愛予歇睏一下，毋通予伊紡歹去。
",0,0,0,0,0,0,,,,,,0,,
"其實有蓋濟款衫攏用na̋i-lóng做的。
",0,0,0,0,0,0,,,,,,0,,
"入去正式的所在進前，攏愛先掛ne-kut-tái。
",0,0,0,0,0,0,,,,,,0,,
"伊頭殼nőo-sín去矣，莫插伊。
",0,0,0,0,0,0,,,,,,0,,
"這nóo-lih有摻麻仔，足芳呢！
",0,0,0,0,0,0,,,,,,0,,
"Oo-bá-sáng你好，你欲愛的物件佇遮。
",0,0,0,0,0,2,,,,,,0,,
"Oo-jí-sáng失禮，你話講較慢咧，我拄才聽無清楚。
",0,0,0,0,0,0,,,,,,0,,
"Seven-eleven的oo-lián規工攏有咧賣。
",0,0,0,0,0,0,,,,,,0,,
"這仙oo-lín-gióo妝甲媠媠媠，閣無貴呢。
",0,0,0,0,0,0,,,,,,0,,
"這間店賣的oo-lín-gióo攏蓋貴。
",0,0,0,0,0,0,,,,,,0,,
"Oo-nè-sàng你的氣口嘛莫遐爾歹，你先坐落來，有啥物代誌咱好好仔講啦乎。
",2,0,0,0,0,0,,,,,,0,,
"Oo-tóo-bái是誠平常的交通工具，全台灣揣無人袂曉騎oo-tóo-bái的。
",0,0,0,0,0,0,,,,,,0,,
"天氣大寒矣，疊一領òo-bà較好。
",0,0,0,0,0,0,,,,,,0,,
"Pha-tsìn-kòo這陣佇台灣較無流行ā。
",0,0,0,0,0,2,,,,,,0,,
"Tsioo-kóo-lè-tòo乎愛選七十五pha̋-siàn-tooh以上的，對身體較好。
",0,0,0,1,0,0,,,,,,0,,
"台北市長的候選人內面，柯P的支持度pha̋-siàn-tooh較懸。
",0,0,0,0,0,0,,,,,,0,,
"這間pháng店內底的pháng芳甲敢若啥，敢是有摻一寡阿沙不魯的化學藥品？
",0,0,0,1,0,0,,,,,,0,,
"彼跤踏車phàng-kù矣，愛去補內胎a。
",1,0,0,0,0,1,,,,,,0,,
"對學音樂的人來講，會曉搬phi-á-nooh是蓋基本的代誌。
",1,0,0,0,0,0,,,,,,0,,
"Siáng去鬥提一支phiàn-tsih來共釘仔鋏予開。
",0,0,0,0,0,0,,,,,,0,,
"咱會使拍phi̋n-phóng來練身體。
",0,0,0,1,0,0,,,,,,0,,
"Phi̋n-phóng是一項對身體真好的運動。
",0,0,0,1,0,0,,,,,,0,,
"水紡無啥會起去，可能愛閣鬥一台phòng-pù來鬥紡。
",0,0,0,0,0,0,,,,,,0,,
"水紡袂起去，可能愛鬥一台phàng-phù來紡。
",0,0,0,0,0,0,,,,,,0,,
"彼台直升機的phu-lóo-phé-lá開始咧轉矣，咱愛閃較開咧，才袂有危險。
",0,0,0,0,0,0,,,,,,0,,
"有人佇風颱天peh山煞揣無路，地方政府就派一台phu-lóo-phé-lá緊共伊揣轉來。
",0,0,0,1,0,2,,,,,,0,,
"彼對翁仔某學的是正派的pu-lù-sù，跳甲誠好看。
",0,0,0,0,0,0,,,,,,0,,
"In兩个翁仔某跳的pu-lù-sù真正派。
",0,0,0,0,0,0,,,,,,0,,
"Sa-khá-lí-bah內底賣的點心，味是有較重淡薄仔。
",0,0,0,1,0,0,,,,,,0,,
"咱來去Sa-khá-lí-bah食蚵仔煎佮棺柴枋。
",0,0,0,0,0,0,,,,,,0,,
"佇日本，sa-khú-lah開的彼當陣規坪紅記記蓋媠。
",0,0,0,0,0,2,,,,,,0,,
"食日本料理定定會點sa-sí-mih來食。
",0,0,0,0,0,0,,,,,,0,,
"食sa-sí-mih的時會使搵一寡ua-sá-bih佮豆油。
",0,0,0,0,0,0,,,,,,0,,
"這項菜是阮頭家招待的，予恁sa-bì-sù一下。
",0,0,0,0,0,0,,,,,,0,,
"阮買遮爾濟物件，頭家你嘛sa-bì-sù一下算較俗咧。
",0,0,0,0,0,0,,,,,,0,,
"你才買兩百箍就叫我共你sa-bì-sù，你食較䆀咧啦。
",0,0,0,0,0,0,,,,,,0,,
"你先量一下仔sài-sù，才袂講買轉去才發覺穿袂lueh。
",0,0,0,0,0,0,,,,,,0,,
"你買家具進前先量一下仔sài-sù。
",0,0,0,0,0,0,,,,,,0,,
"應該愛對國小、初中就開始教sak-khuh按怎用較著。
",0,0,0,1,0,0,,,,,,0,,
"咱買物件進前著先看sa̋m-phú-luh看覓，看有佮意無。
",0,0,0,0,0,0,,,,,,0,,
"到今，查埔囡仔若欲參加正式的宴會，嘛是仝款愛穿se-bí-looh。
",0,0,0,0,0,0,,,,,,0,,
"咱按呢做應該是無問題、sè-hù啦。
",0,0,0,1,0,0,,,,,,0,,
"你先粗坯做一下才閣來si-á-geh就好。
",0,0,0,0,0,0,,,,,,0,,
"咱欲去予人請進前先來去siat-tooh一下。
",0,0,0,0,0,0,,,,,,0,,
"欲過年ā，逐家攏會去頭毛店予人siat-tooh一下。
",1,0,0,0,0,0,,,,,,0,,
"這軀siat-tsuh愛疊一个好的ne-kut-tái較正式。
",0,0,0,0,0,0,,,,,,0,,
"早起時會用得用sio̍k-pháng𩛩卵煎做早起頓。
",0,0,0,0,0,0,,,,,,0,,
"這坩sir-tián-lè-sù的鼎是雙胎的ōo。
",1,0,0,0,0,0,,,,,,0,,
"這坩sir-tián-lè-sù的鼎是雙胎的ōo。
",1,0,0,0,0,0,,,,,,0,,
"青菜煠好了後才閣摻一寡sòo-sù。
",0,0,0,0,0,0,,,,,,0,,
"查某人騎su-khú-tà較好，騎大隻的，會捒袂振動。
",0,0,0,0,0,0,,,,,,0,,
"查某人騎su-khù-tà較好，騎大隻的，會捒袂振動。
",0,0,0,0,0,0,,,,,,0,,
"老歲仔騎su-khù-tà較好，彼種一二五的，會牽袂贏。
",1,0,0,0,0,0,,,,,,0,,
"借我一跤su-lit-pah拍虼蚻。
",0,0,0,0,0,0,,,,,,0,,
"彼間牛肉場有咧跳su-tó-lip-puh。
",0,0,0,0,0,0,,,,,,0,,
"有抓耙仔報講彼間牛肉場有咧跳su-tó-lip-puh，所以警察佇後壁徛壁欲來掠。
",0,0,0,0,0,2,,,,,,0,,
"阮查某孫上愛食sú-sih。
",0,0,0,0,0,0,,,,,,0,,
"古早時的飯會配一粒梅仔佮一塊tha-khú-áng。
",1,0,0,0,0,0,,,,,,0,,
"佇咧古早時陣，便當攏會佮一粒梅仔佮一塊tha-khú-áng。
",0,0,0,0,0,2,,,,,,0,,
"大眾運輸較普遍了後，tha-khú-sih就無啥人坐ā。
",1,0,0,0,0,0,,,,,,0,,
