ku,er,erh,erm,ere,ereh,ir,irh,irp,irt,irk,irm,irn,irng,irinn
"睏tha-thá-mih比睏眠床較涼較爽快。
",0,0,0,0,0,0,,,,,,0,,
"Tha-thá-mih佇反天的時陣嘛袂溼溼，睏起來較快活。
",0,0,0,0,0,2,,,,,,0,,
"伊彼台車最近愛來換thài-ià。
",0,0,0,0,0,1,,,,,,1,,
"我彼台車最近才共四粒thài-ià全部換過。
",1,0,0,0,0,2,,,,,,1,,
"這種thài-lù較袂跙人，較袂跋倒。
",0,0,0,0,0,0,,,,,,0,,
"灶跤的thài-lù已經必開矣，愛敲電話叫師傅來換。
",0,0,0,0,0,1,,,,,,0,,
"這種thak-khooh的肉蓋厚、蓋𩚨、蓋好食。
",0,0,0,0,0,0,,,,,,0,,
"Thàn-gòo是一款蓋文雅的舞步。
",0,0,0,0,0,0,,,,,,0,,
"In跳thàn-gòo跳甲滿埕四界飛。
",1,0,0,1,0,1,,,,,,0,,
"這thàng-sù是阿媽的嫁粧佮來的。
",0,0,0,0,0,0,,,,,,0,,
"拍the-ní-suh愛走來走去，蓋忝。
",0,0,0,0,0,0,,,,,,0,,
"Seven-eleven的thia̋n-pú-lah四支五十箍。
",0,0,0,0,0,1,,,,,,0,,
"Ke-lâng廟口的thia̋n-pú-lah上有名。
",0,0,0,0,0,0,,,,,,0,,
"彼擔暗時佇夜市仔咧喝賣thia̋n-pú-lah，誠受歡迎，生理有夠好的。
",0,0,0,0,0,2,,,,,,0,,
"駛thoo-lá-khuh了後，伊的身體變較䆀。
",0,0,0,1,0,1,,,,,,0,,
"Thoo-lá-khuh駛過去了後，烏煙黗飛四界，空氣有夠䆀。
",2,0,0,1,0,2,,,,,,0,,
"這馬thoo-má-tooh愈來愈甜，毋好食傷濟。
",0,0,0,0,0,0,,,,,,0,,
"以早的tóo-sàng蓋有尊嚴，佮這馬的無啥仝款。
",0,0,0,0,0,0,,,,,,0,,
"查埔囡仔定定會送tsioo-kóo-lè-tòo予查某囡仔，想袂到煞予人愈食愈肥。
",0,0,0,0,0,0,,,,,,0,,
"這馬蓋濟查埔囡仔會送tsioo-kóo-lè-tòo予查某囡仔食。
",0,0,0,0,0,0,,,,,,0,,
"你去店裡若食了愛會記得予人tsit-puh。
",0,0,0,0,0,0,,,,,,0,,
"彼間的u-lóng麵蓋𩚨，有閒的時陣會使做伙去食看覓。
",0,0,0,0,0,0,,,,,,0,,
"In一定是練習誠久才有法度跳ua-lú-tsuh跳甲遮爾媠。
",0,0,0,0,0,0,,,,,,0,,
"下晡的門口埕，la-jí-ooh傳來ua-lú-tsuh的歌。
",0,0,0,0,0,0,,,,,,0,,
"這ua-sá-bih哪會遐爾薟啦？薟甲我著擤鼻。
",0,0,0,0,0,0,,,,,,0,,
"這ua-sá-bih足薟的，mőo 搵傷濟。
",0,0,0,0,0,0,,,,,,0,,
"穿ua̋i-siat-tsuh看起來較有精神。
",0,0,0,0,0,0,,,,,,0,,
"你穿ua̋i-siá-tsuh看起來較有精神款。
",0,0,0,0,0,0,,,,,,0,,
"這馬ùn-tsiàng趁錢是愈來愈辛苦。
",0,0,0,0,0,0,,,,,,0,,
"做ùn-tsiàng是愈來愈歹趁錢。
",0,0,0,0,0,0,,,,,,0,,
"這間飯店的nè-tsiàng攏足有禮貌的。
",0,0,0,0,0,0,,,,,,0,,
"Tshia̋n-pá-lah是阮阿公較早上愛看的戲。
",0,0,0,0,0,0,,,,,,0,,
"你若欲顧胃腸，予胃腸較好咧，愛會記得逐工食ua-khá-móo-tooh。
",0,0,0,0,0,0,,,,,,0,,
"有的衫伊的布料是thia̍t-thóo-lóng。
",0,0,0,0,0,0,,,,,,0,,
"這親情來，咱來去買a̋ng-khóo-í-mooh予伊做oo-mí-á-gè紮轉去。
",0,0,0,0,0,0,,,,,,0,,
"陳先生你好，身軀佗位無爽快？
",0,0,0,0,0,0,,,,,,0,,
"感覺有發燒，會畏寒。
",0,0,0,0,0,0,,,,,,0,,
"燒幾工a？
",0,0,0,0,0,0,,,,,,0,,
"對頂禮拜四開始到今仔日拜二，攏總六工a。
",0,0,0,0,0,1,,,,,,0,,
"好。以後若是發燒超過兩工，著愛隨來檢查ōo。
",1,0,0,0,0,0,,,,,,0,,
"嚨喉敢有按怎？敢有感覺擽擽？
",0,0,0,0,0,0,,,,,,0,,
"有，有時仔會感覺嚨喉擽擽。
",0,0,0,0,0,0,,,,,,0,,
"頭殼lē？
",0,0,0,0,0,0,,,,,,0,,
"敢有嗽？當時會嗽？
",0,0,0,0,0,0,,,,,,0,,
"半暝較會嗽。
",0,0,0,0,0,0,,,,,,0,,
"痰是啥物色的？
",0,0,0,0,0,0,,,,,,0,,
"痰是青色有膿。毋過有當時仔內底有血。
",1,0,0,1,0,0,,,,,,0,,
"請佇外口小等一下，等咧若喝著你的名才閣入來。
",0,0,0,0,0,2,,,,,,0,,
"先生你好，會用得入來看報告矣。
",0,0,0,0,0,0,,,,,,0,,
"照檢查結果來看是無著流感，就是較嚴重的感冒爾爾。免煩惱。
",1,0,0,0,0,0,,,,,,0,,
"因為這擺發燒較重，我會開這粒粉紅的予你。這是抗生素，一工食一粒，一定愛照起工食ōo。
",0,0,0,0,0,0,,,,,,0,,
"我嘛會閣開另外一種的退燒藥仔予你，彼若是粉紅的食了過一點鐘猶是無效，你就閣食一粒這退燒藥仔。
",3,0,0,0,0,0,,,,,,0,,
"好，按呢就無代誌啦乎。
",1,0,0,0,0,0,,,,,,0,,
"請去外口等藥單佮健保卡。
",0,0,0,0,0,0,,,,,,0,,
"你挈這張藥單佮健保卡，對彼爿的樓梯行起去，到五樓領藥仔。
",0,0,0,0,0,0,,,,,,0,,
"阿瑞感冒ā，拜託你，替伊請假。
",0,0,0,1,0,0,,,,,,0,,
"曾的感冒ā，拜託你替伊請假。
",0,0,0,1,0,0,,,,,,0,,
"阿莊感冒ā，拜託，你替伊請假。
",0,0,0,1,0,0,,,,,,0,,
"真失禮，我感冒ā，直直流鼻，人規工攏無啥爽快，敢若閣發燒。
",0,0,0,0,0,0,,,,,,0,,
"各位來賓你好，歡迎參加這見的展覽。
",0,0,0,0,0,0,,,,,,0,,
"祝恁健康快樂，萬事如意，多謝。
",0,0,0,0,0,1,,,,,,0,,
"手機仔phàng見的貴賓，請來第二服務台，勞力。
",0,0,0,1,0,0,,,,,,0,,
"蔡文玉小姐、蔡文玉小姐，你的朋友當咧揣你，請到第一服務台相等，多謝。
",0,0,0,1,0,0,,,,,,0,,
"楊東萍先生、楊東萍先生，恁老母當咧揣你，請到第二櫃台相等，多謝。
",0,0,0,1,0,0,,,,,,0,,
"薛丞宏阿桑、薛丞宏阿桑，恁某當咧揣你，請到正門門口相等，勞力。
",0,0,0,0,0,0,,,,,,0,,
"我是阿宏。各位觀眾朋友，逐家gâu早。
",0,0,0,0,0,0,,,,,,0,,
"咱來看這禮拜的天氣。對這張圖面頂乎，咱來看遮。
",0,0,0,0,0,0,,,,,,0,,
"佇太平洋遮有一粒足厚的雲，這粒雲就是熱帶性低氣壓。
",0,0,0,0,0,2,,,,,,0,,
"低氣壓入來南海了後會增強，差不多是今仔日暗時抑是明仔載會變做風颱。
",0,0,0,0,0,0,,,,,,0,,
"差不多是拜六暗到禮拜，所以去澎湖、金門的朋友，抑是欲出國的朋友著較細膩的。
",0,0,0,1,0,0,,,,,,0,,
"紲落來，今年第五號風颱，珍珠風颱，佇遮。
",0,0,0,1,0,2,,,,,,0,,
"啊對咱台灣的影響就是雲會徙較倚入來，會有西北雨。
",0,0,0,0,0,1,,,,,,0,,
"這粒風颱，差不多是拜六、禮拜經過日本東爿的外海。
",1,0,0,0,0,0,,,,,,0,,
"猶毋過離日本應該閣有一塊仔，應該是無直接的影響。但是會有雨啦。
",1,0,0,0,0,0,,,,,,0,,
"所以講，欲去日本的朋友，可能會小khua̋仔受著天氣的影響，但是風颱應該是無啥影響。
",0,0,0,0,0,0,,,,,,0,,
"啊佮咱台灣有關係的是拄才講的，南爿有水氣紮入來，雨會一直落到拜三。
",0,0,0,0,0,0,,,,,,0,,
"可能南部、東部會有淡薄仔雨。北部、中部可能著愛注意西北雨。
",0,0,0,0,0,0,,,,,,0,,
"所以觀眾朋友出門愛會記得紮雨傘őo。
",0,0,0,0,0,0,,,,,,0,,
"未來的天氣差不多是這種情形。
",1,0,0,0,0,0,,,,,,0,,
"若問講最近紲落來敢閣會有風颱？上少這四五工是無khuàinn啦。觀眾朋友應該是免煩惱。
",0,0,0,0,0,1,,,,,,1,,
"車挵一下，規鉼鐵鉼攏㧌去矣。
",0,0,0,0,0,1,,,,,,0,,
"起飛佮降落的時，請共你的椅仔撨予直、桌仔收予好。
",1,0,0,0,0,0,,,,,,0,,
"使用安全帶的時，共安全帶縖予好，搝予絚。若欲敨開，向外面撥一下，就會使拍開。
",0,0,0,0,0,2,,,,,,0,,
"本機艙攏總有十个緊急出口。
",0,0,0,0,0,0,,,,,,0,,
"使用的方法佮所在，攏有標誌佮說明。
",0,1,0,0,0,2,,,,,,0,,
"緊急逃生的時，請共懸踏鞋褪掉，莫紮行李。
",0,0,0,1,0,0,,,,,,0,,
"有關安全救生事項，請參考安全說明卡。感謝。
",0,1,0,0,0,1,,,,,,0,,
"我共簽一百空七萬，結果今仔日開七號。
",1,0,0,0,0,0,,,,,,0,,
"我共你報空八佮二七。
",0,0,0,0,0,0,,,,,,0,,
"你簽幾號？我按算簽兩星，一空碰二空。
",0,0,0,0,0,0,,,,,,0,,
"阿伯，幫我簽七號孤支，寫五十。
",0,0,0,0,0,0,,,,,,0,,
"空一碰四九，兩个號碼孤碰, 寫一百。
",0,0,0,0,0,1,,,,,,0,,
"一四碰二六就是孤碰，寫兩百。
",0,0,0,0,0,1,,,,,,0,,
"一空坐專車，坐一車，碰其他四十八號的價數，欲到四千箍。
",2,0,0,0,0,4,,,,,,0,,
"空一、空八、二二，三號，碰兩、三星，寫五十箍。
",0,0,0,0,0,0,,,,,,0,,
"各位阿姨阿伯逐家好乎，咱今仔日欲來介紹的是乎，咱拜二欲開的三星的版路。
",0,0,0,0,0,0,,,,,,0,,
"十八仔！
",0,0,0,0,0,0,,,,,,0,,
"Pí-tsi!
",0,0,0,0,0,0,,,,,,0,,
"恁的門開開開開，是出啥代誌？
",1,0,0,0,0,0,,,,,,0,,
"這我欲。
",0,0,0,0,0,0,,,,,,0,,
"我欲挃。
",0,0,0,0,0,0,,,,,,0,,
"緊khài啦！
",0,0,0,0,0,0,,,,,,0,,
"行khài看覓。
",0,0,0,0,0,0,,,,,,0,,
"較講嘛彼。
",0,0,0,0,0,0,,,,,,0,,
"阮公司的住所是佇台中市清水區北埔里五鄰大街路一段兩百七十四巷九弄八號三樓。
",0,0,0,1,0,4,,,,,,0,,
"總統府徛佇台北市重慶南路一段一百二十二號。
",0,0,0,0,0,2,,,,,,0,,
"物件原來佇遮，我實在是大目新娘無看eh灶。
",0,0,0,0,0,2,,,,,,0,,
"六跤無看eh影。
",0,0,0,0,0,0,,,,,,0,,
"無看eh較會過心。
",1,0,0,0,0,0,,,,,,0,,
"我沓沓仔無看eh光佮烏暗。
",0,0,0,0,0,0,,,,,,0,,
"無聽eh聲嘛無看eh影。
",0,0,0,0,0,0,,,,,,0,,
"紲接共挔柴添火著，上好予𪜶兩爿愈觸愈激膠，攑刀相刜。
",1,0,0,0,0,0,,,,,,0,,
"後來阿爸𪜶兄弟分家，阿母已經是一个真𠢕的內助。
",0,0,0,0,0,0,,,,,,0,,
"毋但飼豬飼雞鴨，閣兼落田種菜蔬來補貼厝內的開銷。厝邊頭尾呵咾甲會觸舌。
",1,0,0,2,0,4,,,,,,0,,
"你看你的頭毛黏黐黐，全部膏膏做一伙。
",0,0,0,0,0,0,,,,,,0,,
"伊招十外个信會得過的兄弟仔做伙去張縣長。
",1,0,0,0,0,0,,,,,,0,,
"祝你大趁錢。
",0,0,0,0,0,0,,,,,,0,,
"食甜甜過好年。
",1,0,0,0,0,0,,,,,,0,,
"新娘新娘媠噹噹，褲底好好無破空。新郎杯仔捀懸懸，囝孫代代中狀元！
",2,0,0,1,0,0,,,,,,0,,
"手牽手，天長地久。喙拄喙，萬年富貴。
",0,0,0,1,0,0,,,,,,0,,
"來食新娘一杯茶，予恁一年生雙个。
",0,0,0,0,0,0,,,,,,0,,
"哪是你？
",0,0,0,0,0,0,,,,,,0,,
"哪是？毋是啦！
",0,0,0,0,0,0,,,,,,0,,
"哪是你講的？毋是啦！
",0,0,0,0,0,0,,,,,,0,,
"哪是？毋是啦！
",0,0,0,0,0,0,,,,,,0,,
"代誌哪是親像伊講的彼款？
",1,0,0,0,0,0,,,,,,0,,
"你是做毋著啥，無哪著遮爾可憐？
",0,0,0,0,0,0,,,,,,0,,
"這茶無好，歹落喉。
",0,0,0,0,0,0,,,,,,0,,
"伊出彼个價數拍歹行情。
",0,0,0,0,0,0,,,,,,0,,
"你是阿娟的後生呢？
",0,0,0,0,0,0,,,,,,0,,
"你毋敢矣呢？
",0,0,0,0,0,0,,,,,,0,,
"三十歲以後就做仙a--hiooh，毋免食飯ā--hiooh？
",1,0,0,0,0,0,,,,,,0,,
"三十歲以後就做仙a--siooh，毋免食飯ā--hiooh？
",1,0,0,0,0,0,,,,,,0,,
"欶空氣就飽矣呢？
",0,0,0,0,0,0,,,,,,0,,
"哎喲喂閣新的--liooh！
",0,0,0,0,0,0,,,,,,0,,
"莫去啦嘿。
",0,0,0,0,0,0,,,,,,0,,
"感恩hânn！
",0,0,0,0,0,0,,,,,,1,,
"毋通逐工激屎面hânn。
",0,0,0,0,0,0,,,,,,0,,
"講台語曷免開錢ā。
",0,0,0,0,0,1,,,,,,0,,
"醫生，阮老母的目睭看起來曷無按怎，會使免開刀無？
",0,0,0,0,0,0,,,,,,0,,
"彼時曷無灶嘛無鼎，厝內是真散赤。
",0,0,0,0,0,0,,,,,,0,,
"彼時曷無灶佮鼎，厝內是真散赤。
",0,0,0,0,0,0,,,,,,0,,
"這馬曷著過年才有肉通好食？
",1,0,0,0,0,0,,,,,,0,,
"本成是一个事實，曷需要我去辯解？
",0,0,0,1,0,1,,,,,,0,,
"慢且咧，你毋著先共功課寫了才去耍。
",1,0,0,0,0,1,,,,,,0,,
"出車禍毋著緊叫救護車！
",1,0,0,0,0,2,,,,,,0,,
"今仔日毋免錢。
",0,0,0,0,0,0,,,,,,0,,
"毋免你家婆。
",0,0,0,0,0,0,,,,,,0,,
"我愛去抑免？毋免--hiooh？
",0,0,0,0,0,0,,,,,,0,,
"等無你，阮毋才先行。
",0,0,0,0,0,0,,,,,,0,,
"較鹹毋才食會落。
",0,0,0,0,0,0,,,,,,0,,
"彼間店滷肉飯傷細碗，食袂飽。
",0,0,0,1,0,0,,,,,,0,,
"伊食未飽，就趕緊欲出門。
",1,0,0,0,0,0,,,,,,0,,
"煮甲遮腥臊著。
",0,0,0,0,0,1,,,,,,0,,
"生甲遐爾媠著。
",0,0,0,0,0,0,,,,,,0,,
"旋甲遮爾緊著。
",0,0,0,0,0,0,,,,,,0,,
"旋甲遮爾密著。
",0,0,0,0,0,0,,,,,,0,,
"雖然有拍折，毋過算算咧根本俗無偌濟。
",1,0,0,0,0,0,,,,,,0,,
"袂，你傷客氣啦。
",0,0,0,0,0,0,,,,,,0,,
"袂，莫想傷濟。
",0,0,0,0,0,0,,,,,,0,,
"會，我哺會贏。
",0,0,0,0,0,0,,,,,,0,,
"會，明仔暗穩落雨的。
",0,0,0,0,0,0,,,,,,0,,
"Hui̋-lú-muh咧曝咧洗。
",0,0,0,1,0,0,,,,,,0,,
"你講，我有像阿滿姨按呢惜𪜶無?
",0,0,0,0,0,0,,,,,,0,,
"佳哉𪜶有阿姆你咧教咧惜。
",0,0,0,0,0,0,,,,,,0,,
"當月桃花的喙猶閣咧卯咧卯咧的時，山跤傳來一陣仔一陣的歌聲。
",0,1,0,0,0,0,,,,,,0,,
"歌聲愈來愈倚近，聽khài親像是少年家的款.
",0,0,0,0,0,0,,,,,,1,,
"這三个踮遐頭殼抓咧抓咧，想真久都想無。
",0,0,0,0,0,0,,,,,,0,,
"七、八十年前的代誌，親像走馬燈咧遨咧踅。
",1,1,0,0,0,0,,,,,,0,,
"你看，你到今一箍遛遛。
",0,0,0,0,0,0,,,,,,0,,
"你看你到今一箍遛遛。
",0,0,0,0,0,0,,,,,,0,,
"你看我殕殕，我看你霧霧。
",0,0,0,0,0,0,,,,,,0,,
"恁大嫂準若驚油煙，我來煮就會使。
",0,0,0,0,0,1,,,,,,0,,
"毋是干焦用喝的叫逐家愛團結就會使。
",0,0,0,0,0,0,,,,,,0,,
"猶有汽水，傷濟糖。當然酒嘛袂使。
",0,0,0,0,0,0,,,,,,0,,
"最近有兩件社會新聞，予我閣感慨起來，無講袂使。
",0,0,0,0,0,0,,,,,,1,,
"大川講：「好，我都猶閣咧想閣。」
",0,0,0,0,0,0,,,,,,0,,
"我才無咧綴伊倯閣。
",1,0,0,0,0,0,,,,,,0,,
"都毋是咧神經閣。
",0,0,0,0,0,0,,,,,,0,,
"家己落台了後煞講：「毋成猴，也佮人登台表演閣。」
",0,0,0,0,0,0,,,,,,0,,
"我驚去予厝邊兜加講話閣。
",0,0,0,0,0,0,,,,,,0,,
"人人去泅水，干焦阿英毋去。
",0,0,0,0,0,0,,,,,,0,,
"事事攏愛倚靠人。
",0,0,0,0,0,2,,,,,,0,,
"日日消磨，無趁錢袂用得。
",0,0,0,0,0,0,,,,,,0,,
"步步攏愛教。
",0,0,0,0,0,0,,,,,,0,,
"一一解說清楚。
",0,1,0,1,0,0,,,,,,0,,
"萬萬毋通去。
",0,0,0,0,0,0,,,,,,0,,
"足足予伊趁三百萬。
",0,0,0,0,0,0,,,,,,0,,
"白白食一頓。
",0,0,0,0,0,0,,,,,,0,,
"這碗飯冷冷。
",0,0,0,0,0,0,,,,,,0,,
"附近的工廠攏會佇三更半暝偷偷仔排垃圾水，所以最近溝仔水攏濁濁，逐家只好買RO水來啉。
",0,0,0,0,0,2,,,,,,2,,
"這粒梨仔脆脆真好食。
",2,0,0,0,0,0,,,,,,0,,
"肉愛先佮料攪攪咧才開始煎。
",0,0,0,0,0,0,,,,,,0,,
"馬鈴薯佮蔥頭愛先抐抐開才通開始炒。
",0,0,0,0,0,1,,,,,,0,,
"抐抐咧就共崁起來翕一時。
",0,0,0,0,0,0,,,,,,0,,
"想想咧猶是決定bua̋i去。
",0,0,0,0,0,0,,,,,,0,,
"睏睏咧才閣講。
",0,0,0,0,0,0,,,,,,0,,
"衫收收予好緊去睏。
",0,0,0,0,0,0,,,,,,0,,
"肉愛炒炒予熟才通好食。
",0,0,0,0,0,0,,,,,,0,,
"代誌愛共問問咧。
",1,0,0,0,0,0,,,,,,0,,
"代誌愛共問予清清楚楚。
",1,0,0,0,0,0,,,,,,0,,
"花矸仔囥佇遐好勢好勢，你共伊挵挵破創啥？
",0,0,0,0,0,2,,,,,,0,,
"花矸仔囥佇遐好勢好勢，你共伊挵挵破創啥？
",0,0,0,0,0,2,,,,,,0,,
"阿弟仔猶未發喙齒，所擺媽攏愛先共飯哺哺予幼才予弟食。
",1,0,0,0,0,0,,,,,,0,,
"遐的索仔割割予斷。
",0,0,0,0,0,0,,,,,,0,,
"遐的塗豆共擘擘予開.
",0,0,0,0,0,0,,,,,,0,,
"你若好奇烏蒜頭的做法，其實彼曷無啥，蒜頭擘擘予開曝予焦就完成ā。
",0,0,0,0,0,0,,,,,,0,,
"高麗愛烘烘予軟才切會開。
",0,0,0,0,0,0,,,,,,0,,
"高麗愛烘烘予軟才切會開。
",0,0,0,0,0,0,,,,,,0,,
"塑膠管愛烘烘予軟才有法度拗予曲.
",0,0,0,0,0,0,,,,,,0,,
"你麵煮甲燒燒燒。
",0,0,0,0,0,1,,,,,,0,,
"寒天的水冷冷冷。
",0,0,0,0,0,0,,,,,,0,,
"伊的面粉粉粉。
",0,0,0,0,0,0,,,,,,0,,
"肥肉食傷濟飫飫飫。
",0,0,0,0,0,0,,,,,,0,,
"你的皮膚摸起來幼幼幼，袂輸若囡仔咧。
",1,0,0,0,0,0,,,,,,0,,
"伊足大箍肉肉肉。
",0,0,0,0,0,0,,,,,,0,,
"彼蕊花開甲紅紅紅。
",0,0,0,0,0,0,,,,,,0,,
"這枝竹篙長長長。
",0,0,0,0,0,0,,,,,,0,,
"彼粒石頭𠕇𠕇𠕇。
",0,0,0,0,0,0,,,,,,0,,
"這碗塗豆湯炕甲綿綿綿，誠好落喉。
",0,0,0,0,0,0,,,,,,0,,
"伊的皮膚白白白。
",1,0,0,0,0,0,,,,,,0,,
"山頂攏罩霧，白茫茫啥物攏看無。
",0,0,0,0,0,0,,,,,,0,,
"伊驚甲面色白sut-sut。
",0,0,0,0,0,0,,,,,,0,,
"蔥仔佮菜頭攏白蔥蔥。
",0,0,0,0,0,0,,,,,,0,,
"伊的皮膚白蔥蔥。
",1,0,0,0,0,0,,,,,,0,,
"我的鞋仔洗甲白鑠鑠。
",0,0,0,2,0,0,,,,,,0,,
"老骨𠕇khong-khong，老皮袂過風。
",2,0,0,0,0,0,,,,,,0,,
"光iànn-iànn的店內啥物攏有咧賣，厝邊隔壁煮菜的時無鹽、無豆油，攏會叫厝裡的囡仔走來買。
",0,0,0,0,0,1,,,,,,0,,
"照理講，都九點外ā，外口的天色應當是光iànn-iànn才著！是按怎猶閣是暗殕殕？
",0,0,0,0,0,0,,,,,,0,,
"月娘光iànn-iànn，賊仔偷挖壁。
",0,1,0,0,0,0,,,,,,0,,
"出去活跳跳，轉厝食一下死翹翹。
",0,0,0,0,0,1,,,,,,0,,
"你頭毛喙鬚白，老硞硞矣，猶閣想欲佮人娶媠某喔？
",0,0,0,0,0,0,,,,,,0,,
"等我趁有錢了後，咱來去世界行透透。
",0,0,0,1,0,0,,,,,,0,,
"伊無暝無日南北二路行透透。
",0,0,0,0,0,0,,,,,,0,,
"伊咧問逐家欲食啥。我欲芳貢貢的油蔥餅，你咧？
",0,0,0,0,0,0,,,,,,0,,
"芳貢貢閣膨皮膨皮，真想欲共偷唚一下。
",2,0,0,0,0,0,,,,,,0,,
"王太太，恁新婦實在真𠢕，煮甲規桌芳貢貢。
",0,0,0,0,0,1,,,,,,0,,
"今仔日外口的天氣冷吱吱，看你規个人寒甲欲擋袂牢ā，先去洗身軀看會較好無。
",0,0,0,1,0,0,,,,,,0,,
"我拄才騎oo-tóo-bái騎甲規个人冷吱吱，敢袂使先予我洗身軀？
",0,0,0,1,0,0,,,,,,0,,
"這枝劍磨甲利閃閃。
",0,0,0,0,0,0,,,,,,0,,
"彼个查埔食甲肥朒朒。
",0,0,0,0,0,0,,,,,,0,,
"新娘衫若無紅phànn-phànn，按呢哪會喜氣？
",0,0,0,0,0,0,,,,,,0,,
"你的面紅記記，是咧歹勢喔？
",0,0,0,0,0,0,,,,,,0,,
"這粒lìn-gòo看起來紅記記，愛緊食，無驚會傷紅。
",0,0,0,0,0,0,,,,,,0,,
"阿爸的頭毛本底烏㽎㽎，才無幾年煞攏白矣。
",0,0,0,1,0,0,,,,,,0,,
"阿兄，頭前的路烏趖趖，咱就莫行過去矣好無？
",1,0,0,0,0,0,,,,,,0,,
"菜瓜布用甲規塊烏趖趖，緊共擲挕捒。
",0,0,0,0,0,0,,,,,,0,,
"這頂眠床狹櫼櫼, 鬥𤲍燒。
",0,0,0,0,1,0,,,,,,0,,
"塗跤拄揉好，滑遛siuh，著細膩聊聊仔行。
",0,0,0,1,0,0,,,,,,0,,
"面憂面結咧想啥物代誌？
",1,0,0,0,0,0,,,,,,0,,
"醉茫茫千萬毋通駛車，愛叫計程車。橫直連酒攏開a，莫儉這毋成錢啦。
",0,0,0,0,0,3,,,,,,0,,
"便當雖然已經冷去矣，但是每一喙攏感受會著燒滾滾的愛。
",0,0,0,0,0,0,,,,,,0,,
